1-cysPrx_C	80,189,172
Asp-B-Hydro_N	140,70,186
Asp1	95,52,198
Asp2	224,90,213
Asp23	195,60,141
Asp4	52,191,130
Asp5	181,97,196
Asp_Arg_Hydrox	110,77,203
Asp_Glu_race	137,211,53
Asp_Glu_race_2	58,213,227
Asp_decarbox	223,94,196
Asp_protease	90,156,197
Asp_protease_2	162,92,186
Asparaginase	187,68,81
Asparaginase_2	153,88,193
Asparaginase_C	199,172,58
Asparaginase_II	225,89,179
Aspzincin_M35	145,92,186
Asr	66,80,219
AstA	199,87,105
AstB	74,216,156
AstE_AspA	143,103,224
Astacin	227,173,113
Astro_capsid_N	187,59,115
Astro_capsid_p	186,82,82
Astro_capsid_p2	225,78,117
Atg14	122,226,106
Atg29_N	182,150,60
Atg31	158,197,95
Atg8	81,217,111
AtpR	221,86,221
Atracotoxin	85,77,213
Atrophin-1	73,114,221
Attachment_P66	72,193,97
Attacin_C	199,168,89
Attacin_N	109,217,107
Atthog	195,132,57
Attractin	175,180,46
Atu4866	126,228,60
AtuA	118,206,76
Atx10homo_assoc	159,184,71
Atypical_Card	191,192,67
Augurin	63,190,131
AurF	100,210,108
Aurora-A_bind	75,187,141
Auto_anti-p27	99,180,213
Autoind_bind	99,181,52
Autoind_synth	197,72,80
Autophagy_C	80,184,111
Autophagy_N	89,51,185
Autophagy_act_C	165,184,54
Autotransporter	221,79,123
Auts2	57,223,210
Auxin_BP	101,83,196
Auxin_canalis	77,192,168
Auxin_inducible	99,216,154
Auxin_repressed	199,55,174
Auxin_resp	88,195,184
Av_adeno_fibre	205,217,106
AveC_like	119,70,227
AviRa	221,99,205
Avian_gp85	201,100,102
Avidin	197,96,59
Avl9	139,74,218
AvrB_AvrC	85,162,182
AvrD	202,218,86
AvrE_T3Es	86,94,196
AvrL567-A	103,209,181
AvrLm4-7	60,192,226
AvrM-A	181,49,138
AvrM_N	46,55,182
AvrPphF-ORF-2	50,179,94
AvrPto	50,145,188
AvrPtoB-E3_ubiq	75,88,192
AvrPtoB_bdg	50,195,143
AvrRpt-cleavage	74,221,195
Ax_dynein_light	197,63,158
Axin_b-cat_bind	204,71,149
AzlC	70,147,184
AzlD	89,184,63
B	66,179,133
B-block_TFIIIC	65,223,85
B1	134,184,62
B12-binding	145,190,60
B12-binding_2	190,55,206
B12D	72,183,78
B2	164,51,204
B2-adapt-app_C	207,153,70
B277	91,139,201
B3	197,216,108
B3R	52,187,110
B3_4	97,63,226
B5	94,91,186
B56	132,184,88
B9-C2	204,228,107
BA14K	214,104,111
BAALC_N	179,104,55
BAAT_C	181,47,51
BACK	80,196,173
BACON	76,224,121
BAF	157,187,86
BAF1_ABF1	101,206,174
BAF250_C	91,214,214
BAG	125,179,72
BAG6	81,204,227
BAGE	79,146,188
BAH	193,89,151
BALF1	88,203,205
BAMBI	51,178,101
BAP	166,186,65
BAR	86,161,215
BAR_2	164,68,210
BAR_3	189,89,125
BAR_3_WASP_bdg	86,199,172
BASP1	214,206,78
BAT	173,79,210
BAT2_N	193,104,80
BATS	91,179,207
BBE	210,73,83
BBIP10	182,65,226
BBL5	96,177,223
BBP1_C	213,84,85
BBP1_N	154,198,52
BBP2	76,204,162
BBP2_2	194,81,181
BBP7	84,223,76
BBS1	61,71,216
BBS2_C	193,79,127
BBS2_Mid	155,214,94
BBS2_N	206,191,83
BB_PF	194,62,188
BC10	60,202,81
BCAS2	74,74,204
BCAS3	99,199,131
BCA_ABC_TP_C	205,68,53
BCCT	206,109,74
BCD	143,212,75
BCDHK_Adom3	69,193,207
BCHF	180,86,183
BCIP	76,220,165
BCL9	54,183,146
BCLP	203,218,77
BCL_N	66,195,202
BCMA-Tall_bind	196,68,159
BCNT	75,170,201
BCOR	207,97,97
BCS1_N	91,184,92
BCSC_C	193,92,62
BChl_A	140,79,200
BDHCT	193,69,193
BDHCT_assoc	87,114,214
BDM	205,92,99
BDV_G	69,186,167
BDV_M	115,178,76
BDV_P10	56,66,215
BDV_P24	86,117,202
BDV_P40	152,69,213
BD_b_sandwich	180,184,78
BEN	193,188,90
BES1_N	222,68,125
BESS	88,81,222
BET	182,47,95
BEX	193,116,95
BH3	53,204,176
BH4	203,165,98
BHD_1	203,206,61
BHD_2	180,87,64
BHD_3	183,70,143
BID	216,59,145
BILBO1_N	108,87,179
BING4CT	92,82,226
BIR	75,129,202
BIRC6	82,210,147
BIV_Env	187,94,57
BKACE	176,96,196
BK_channel_a	133,200,79
BLACT_WH	148,186,56
BLF1	83,185,62
BLI1	166,203,80
BLIP	215,90,200
BLM10_N	191,157,53
BLM10_mid	189,87,157
BLM_N	103,221,67
BLOC1S3	197,133,71
BLOC1_2	193,57,207
BLUF	102,213,202
BLYB	73,152,212
BMC	184,205,98
BMF	189,102,48
BMFP	189,118,73
BMP2K_C	199,103,63
BNIP2	83,156,211
BNIP3	91,220,187
BNR	69,193,58
BNR_2	91,89,186
BNR_3	79,78,183
BNR_4	60,219,87
BNR_6	66,179,50
BNR_assoc_N	185,175,63
BOF	184,120,58
BOFC_N	228,97,146
BON	62,222,71
BOP1NT	50,190,171
BORA_N	88,137,186
BORCS6	77,216,89
BORCS7	211,127,92
BORCS8	100,126,209
BORG_CEP	137,76,207
BP28CT	153,194,64
BPA_C	121,73,179
BPD_transp_1	77,208,225
BPD_transp_2	69,130,196
BPL_C	83,194,172
BPL_LplA_LipB	228,147,105
BPL_LplA_LipB_2	185,96,68
BPL_N	82,80,183
BPS	199,100,228
BPS1	131,107,223
BPTA	212,162,99
BRAP2	67,214,112
BRCA-2_OB1	139,83,197
BRCA-2_OB3	156,93,204
BRCA-2_helical	211,62,93
BRCA2	168,225,101
BRCC36_C	65,118,182
BRCT	69,217,144
BRCT_2	213,89,110
BRCT_3	205,87,153
BRCT_assoc	180,94,189
BRD4_CDT	82,192,148
BRE	98,69,215
BRE1	191,49,177
BRF1	73,181,220
BRI3BP	216,182,97
BRICHOS	61,113,199
BRK	98,227,80
BRO1	182,66,158
BROMI	182,55,47
BRX	192,183,62
BRX_N	160,77,184
BRX_assoc	218,229,112
BSD	187,205,77
BSMAP	84,88,178
BSP	181,69,82
BSP_II	58,206,117
BST2	97,204,165
BT1	79,212,215
BTAD	217,89,196
BTB	194,93,137
BTB_2	72,223,138
BTB_3	63,117,212
BTD	164,180,54
BTG	131,196,92
BTHB	209,101,153
BTK	207,59,126
BTP	175,208,66
BTRD1	134,78,193
BTV_NS2	182,132,53
BUD22	203,82,66
BURP	139,207,97
B_lectin	73,203,162
B_solenoid_dext	183,188,83
B_solenoid_ydck	185,76,181
Babuvirus_MP	195,78,148
BacA	78,220,196
Bac_A_amyl_C	52,187,159
Bac_DNA_binding	73,205,204
Bac_DnaA	76,82,225
Bac_DnaA_C	222,84,85
Bac_GDH	91,185,217
Bac_GH3_C	177,95,198
Bac_RepA_C	190,56,202
Bac_chlorC	63,185,150
Bac_export_1	215,62,196
Bac_export_2	187,62,211
Bac_export_3	200,81,174
Bac_globin	81,104,192
Bac_luciferase	180,112,78
Bac_rhamnosid	97,211,89
Bac_rhamnosid6H	108,52,184
Bac_rhamnosid_C	78,218,140
Bac_rhamnosid_N	125,200,86
Bac_rhodopsin	179,179,57
Bac_small_YrzI	197,213,105
Bac_surface_Ag	148,194,51
Bac_thur_toxin	214,84,56
Bac_transf	57,165,209
Bacillus_HBL	198,73,134
Bacillus_PapR	128,73,224
Bact_lectin	118,184,91
Bact_transglu_N	71,77,212
BacteriocIIc_cy	121,181,84
Bacteriocin_II	73,187,108
Bacteriocin_IIc	158,186,86
Bacteriocin_IId	200,220,70
Bacteriocin_IIi	114,178,85
Bacteroid_pep	97,210,152
Bactofilin	97,95,194
Baculo_11_kDa	207,95,99
Baculo_19	200,193,75
Baculo_8kDa	211,66,113
Baculo_DNA_bind	228,179,86
Baculo_E25	191,89,207
Baculo_E56	199,97,131
Baculo_E66	127,204,87
Baculo_F	151,191,72
Baculo_FP	160,78,186
Baculo_IE-1	63,214,110
Baculo_LEF-10	105,225,207
Baculo_LEF-11	90,180,193
Baculo_LEF-2	192,53,192
Baculo_LEF-3	54,191,90
Baculo_LEF5	123,89,214
Baculo_LEF5_C	213,204,61
Baculo_ME53	81,143,209
Baculo_ODV-E27	52,128,199
Baculo_PEP_C	217,169,102
Baculo_PEP_N	216,226,112
Baculo_PP31	134,66,216
Baculo_RING	195,145,84
Baculo_VP1054	224,88,108
Baculo_VP39	134,58,189
Baculo_VP91_N	51,191,141
Baculo_Y142	209,97,190
Baculo_gp41	55,117,198
Baculo_gp64	196,79,226
Baculo_helicase	215,142,56
Baculo_p24	196,94,71
Baculo_p26	225,93,68
Baculo_p33	218,76,83
Baculo_p47	226,101,180
Baculo_p48	100,200,163
Baculo_p74	93,191,86
Baculo_p74_N	124,216,57
BaffR-Tall_bind	228,229,89
BamHI	51,85,183
Band_3_cyto	214,228,96
Band_7	218,155,102
Band_7_1	103,122,207
Band_7_C	226,91,213
Bap31	73,199,206
Bap31_Bap29_C	54,146,198
Barstar	180,74,147
Barttin	192,63,205
Barwin	89,181,64
Baseplate	48,184,93
Baseplate_J	156,184,58
Basic	215,115,90
BatA	198,129,50
BatD	73,225,146
Bax1-I	210,68,187
BaxI_1	71,147,195
Bcl-2	183,151,60
Bcl-2_3	135,207,74
Bcl-2_BAD	128,65,212
BclA_C	69,219,177
Bclt	207,215,73
Bclx_interact	83,202,71
Bcr-Abl_Oligo	84,70,200
BcrAD_BadFG	204,121,66
BcsB	102,212,73
Bd3614-deam	197,186,77
Bd3614_N	229,94,216
Beach	64,149,179
Bee_toxin	103,74,217
BenE	92,227,90
Benyvirus_14KDa	218,193,56
Benyvirus_P25	204,67,89
Bep_C_terminal	99,92,209
Bestrophin	130,184,78
BetR	54,213,156
Bet_v_1	188,57,129
Beta-APP	83,199,201
Beta-Casp	132,53,206
Beta-TrCP_D	108,153,224
Beta-lactamase	92,159,200
Beta-lactamase2	72,61,190
Beta-prism_lec	109,84,204
BetaGal_dom2	125,197,75
BetaGal_dom3	183,194,83
BetaGal_dom4_5	77,184,83
Beta_elim_lyase	121,182,62
Beta_helix	197,72,157
Beta_helix_2	74,186,137
Beta_lactamase3	85,182,153
Beta_propel	219,122,75
Beta_protein	86,93,190
BfiI_DBD	56,162,196
Bgal_small_N	180,83,167
BiPBP_C	224,129,101
BicD	76,94,183
Big_1	80,184,154
Big_10	100,121,209
Big_11	58,225,196
Big_2	141,67,214
Big_3	65,226,125
Big_3_2	88,113,208
Big_3_3	220,188,91
Big_3_4	61,44,178
Big_3_5	109,135,221
Big_4	133,184,71
Big_5	227,113,206
Big_6	137,72,183
Big_7	58,125,181
Big_8	227,141,97
Big_9	190,66,57
Bile_Hydr_Trans	167,95,191
Biliv-reduc_cat	46,77,181
Bim_N	63,218,108
Bin3	101,170,226
Binary_toxB	226,78,180
Binary_toxB_2	113,229,194
Binary_toxB_3	69,188,158
Bindin	227,98,196
BioT2	75,209,61
BioW	165,190,48
BioY	209,203,81
Biopterin_H	178,114,49
Biotin_carb_C	82,186,211
Biotin_carb_N	59,114,187
Biotin_lipoyl	67,214,213
Biotin_lipoyl_2	229,122,112
Birna_RdRp	222,89,186
Birna_VP2	158,51,191
Birna_VP3	138,85,195
Birna_VP4	227,72,109
Birna_VP5	184,227,110
Blo-t-5	202,160,63
Blt1	198,96,128
Blt1_C	203,94,184
BmKX	68,203,85
Bmp	213,136,89
Bmt2	54,184,86
BofA	217,185,79
BofC_C	60,194,127
BolA	60,203,119
Bombesin	193,88,64
Bombinin	222,136,104
Bombolitin	99,209,100
Borealin	159,187,64
Borrelia_P13	223,134,79
Borrelia_P83	221,151,93
Borrelia_REV	86,153,217
Borrelia_lipo_1	162,194,53
Borrelia_orfA	172,215,101
Borrelia_orfD	117,207,93
Borrelia_orfX	220,71,97
Borrelia_rep	121,198,74
Bot1p	205,93,59
Botulinum_HA-17	80,88,186
Bowman-Birk_leg	112,187,76
BphX	53,77,207
BppL_N	189,53,172
BppU_IgG	80,190,188
BppU_N	184,68,148
BpuJI_N	223,92,166
BpuSI_N	213,84,96
Bradykinin	130,180,62
Branch	141,183,61
Branch_AA_trans	90,177,228
Bravo_FIGEY	78,120,213
Brix	215,73,85
BrkDBD	80,140,189
BrnA_antitoxin	227,81,75
BrnT_toxin	81,152,189
Bro-N	176,81,220
Bromo_MP	228,85,219
Bromo_TP	65,225,178
Bromo_TP_like	51,75,201
Bromo_coat	99,217,59
Bromodomain	70,179,75
Brr6_like_C_C	203,67,190
Brucella_OMP2	194,78,120
Bse634I	214,101,108
BshC	213,70,58
BslA	90,192,150
BspA_v	204,65,95
BssB_TutG	108,182,56
BssC_TutF	67,198,118
BssS	110,59,201
BsuBI_PstI_RE	65,158,198
BsuBI_PstI_RE_N	53,187,198
BsuPI	75,96,193
Bt_P21	184,169,82
BtpA	59,121,184
BtrH_N	159,218,73
Btz	180,215,102
Bud13	70,171,207
Bul1_C	99,197,222
Bul1_N	75,164,213
Bundlin	60,180,198
Bunya_G1	224,79,200
Bunya_G2	66,113,204
Bunya_NS-S	85,77,227
Bunya_NS-S_2	61,227,124
Bunya_RdRp	113,98,225
Bunya_nucleocap	189,94,216
But2	48,191,161
Bys1	213,106,131
Bystin	220,194,92
C-C_Bond_Lyase	63,178,78
C1-set	74,200,127
C12orf66_like	136,225,100
C166	110,190,84
C1ORF64	138,53,184
C1_1	61,207,143
C1_2	228,105,74
C1_4	96,200,136
C1q	95,70,205
C2	52,203,79
C2-C2_1	95,189,220
C2-set	155,58,198
C2-set_2	104,227,108
C4	228,73,179
C4bp_oligo	151,184,59
C5-epim_C	67,202,185
C5HCH	82,214,202
C6	102,215,176
C6_DPF	121,64,228
C8	104,106,209
C9orf72-like	129,84,202
CAAD	197,88,167
CAAP1	87,187,80
CAAX_1	109,73,207
CABIT	63,130,185
CABS1	182,66,170
CAC1F_C	63,140,216
CAF-1_p150	201,77,129
CAF-1_p60_C	85,136,203
CAF1	175,181,46
CAF1-p150_C2	210,71,153
CAF1-p150_N	78,196,115
CAF1A	57,59,182
CAF1C_H4-bd	183,108,83
CAF20	115,201,89
CAGE1	90,66,185
CALCOCO1	218,107,122
CALM_bind	53,174,203
CAML	155,86,210
CAMP_factor	216,98,223
CAMSAP_CC1	89,208,189
CAMSAP_CH	179,167,71
CAMSAP_CKK	146,87,197
CAP	189,95,74
CAP-ZIP_m	136,193,87
CAP160	150,98,203
CAP18_C	223,77,217
CAP59_mtransfer	226,80,169
CAP_C	229,99,93
CAP_GLY	181,68,156
CAP_N	195,72,201
CAP_assoc_N	198,129,97
CARD	134,71,191
CARDB	223,104,96
CARD_2	59,219,210
CARM1	93,200,177
CARMIL_C	128,85,179
CART	124,215,106
CASP_C	212,67,146
CAS_C	185,49,103
CAS_CSE1	87,94,206
CAT	81,141,229
CATSPERB	184,83,137
CATSPERD	83,220,209
CATSPERG	82,218,177
CAT_RBD	95,154,214
CAV_VP3	185,223,65
CA_like	88,67,182
CBAH	68,101,208
CBF	75,166,209
CBFB_NFYA	222,57,86
CBFD_NFYB_HMF	179,53,112
CBFNT	108,193,95
CBF_beta	144,101,214
CBM-like	179,212,62
CBM26	70,183,75
CBM27	225,156,108
CBM32	67,217,66
CBM39	60,190,102
CBM46	217,89,219
CBM49	191,108,65
CBM53	189,226,111
CBM60	147,62,196
CBM64	72,144,211
CBM65_1	188,103,57
CBM77	223,70,130
CBM9_1	197,198,59
CBM9_2	211,205,92
CBM_1	137,187,68
CBM_10	180,90,55
CBM_11	187,79,190
CBM_14	217,74,165
CBM_15	50,193,145
CBM_17_28	159,62,197
CBM_19	118,218,109
CBM_2	224,89,220
CBM_20	189,66,101
CBM_21	205,74,170
CBM_25	132,223,95
CBM_26	71,213,188
CBM_3	190,59,91
CBM_35	186,83,76
CBM_48	166,223,94
CBM_4_9	76,103,186
CBM_5_12	63,218,156
CBM_5_12_2	190,85,183
CBM_6	79,51,186
CBM_X2	128,48,189
CBP	165,179,83
CBP4	105,213,91
CBP_BcsF	75,94,192
CBP_BcsG	162,65,227
CBP_BcsN	59,185,133
CBP_BcsO	79,175,182
CBP_BcsQ	225,175,108
CBP_BcsR	108,221,64
CBP_BcsS	205,70,208
CBP_CCPA	154,200,69
CBP_GIL	103,135,223
CBS	220,56,105
CBX7_C	57,201,172
CC	76,182,74
CC190	207,70,89
CC2-LZ	74,104,197
CC2D2AN-C2	223,87,207
CCAP	187,182,58
CCB1	63,196,205
CCB2_CCB4	116,85,192
CCCAP	205,153,64
CCD	228,175,103
CCD48	180,80,117
CCDC-167	86,123,205
CCDC106	63,60,200
CCDC117	128,203,75
CCDC14	208,162,66
CCDC142	85,50,196
CCDC144C	54,196,73
CCDC154	157,98,217
CCDC158	89,209,155
CCDC168_N	122,92,201
CCDC23	116,111,224
CCDC24	61,210,159
CCDC32	189,84,119
CCDC50_N	202,224,92
CCDC53	107,94,195
CCDC66	179,174,84
CCDC71L	179,45,58
CCDC73	83,95,195
CCDC74_C	88,167,217
CCDC84	193,222,81
CCDC85	166,227,108
CCDC92	108,216,65
CCER1	196,191,95
CCG	80,212,217
CCM2_C	69,194,135
CCP_MauG	214,79,187
CCSAP	199,101,205
CCSMST1	111,198,82
CCT	80,187,148
CCT_2	179,108,61
CD20	77,183,83
CD225	213,200,66
CD24	157,76,183
CD34_antigen	63,199,176
CD36	144,86,226
CD4-extracel	92,153,193
CD45	195,83,116
CD47	183,57,133
CD52	68,181,196
CD99L2	198,96,164
CDC13_N	189,205,73
CDC14	181,160,47
CDC24	179,50,131
CDC24_OB1	85,183,217
CDC24_OB2	187,93,188
CDC24_OB3	226,95,82
CDC27	203,74,84
CDC37_C	189,86,56
CDC37_M	181,71,118
CDC37_N	137,195,60
CDC45	66,185,91
CDC48_2	199,71,180
CDC48_N	113,162,229
CDC4_D	70,203,181
CDC50	77,222,192
CDC73_C	63,205,198
CDC73_N	190,79,140
CDCA	102,202,50
CDH	144,67,200
CDH-cyt	82,194,55
CDH1_2_SANT_HL1	54,189,67
CDI	108,92,191
CDK2AP	83,208,131
CDK5_activator	62,143,210
CDKN3	88,189,100
CDO_I	190,56,132
CDP-OH_P_tran_2	69,222,196
CDP-OH_P_transf	100,201,161
CDPS	66,210,97
CDRN	194,134,80
CDRT4	114,192,92
CDT1	194,91,187
CDT1_C	96,204,169
CDV3	92,225,220
CDtoxinA	99,157,212
CE2_N	75,56,195
CEBP1_N	94,164,209
CEBP_ZZ	188,48,128
CECR6_TMEM121	65,218,166
CEL_III_C	66,217,113
CEND1	206,179,90
CENP-B_N	68,114,184
CENP-B_dimeris	191,68,153
CENP-C_C	207,76,76
CENP-C_mid	219,103,100
CENP-F_C_Rb_bdg	203,179,82
CENP-F_N	103,181,60
CENP-F_leu_zip	196,125,66
CENP-H	229,69,92
CENP-I	111,200,91
CENP-K	61,186,102
CENP-L	127,97,200
CENP-M	89,216,220
CENP-N	127,213,78
CENP-O	173,209,75
CENP-P	188,159,78
CENP-Q	162,191,83
CENP-R	52,182,73
CENP-S	69,88,196
CENP-T_C	80,196,189
CENP-T_N	119,179,87
CENP-U	85,184,116
CENP-W	74,194,181
CENP-X	210,184,55
CENP_C_N	124,224,75
CEP1-DNA_bind	87,192,168
CEP170_C	128,89,213
CEP19	62,191,204
CEP209_CC5	79,107,221
CEP44	208,61,228
CEP63	81,200,78
CEP76-C2	84,180,172
CF222	71,186,147
CFAP91	191,187,92
CFC	150,192,60
CFEM	218,79,105
CFIA_Pcf11	55,203,174
CFTR_R	195,161,95
CG-1	213,77,134
CGGC	85,100,208
CGI-121	224,102,217
CH	91,202,127
CHAD	209,100,146
CHAP	54,187,84
CHASE	109,225,157
CHASE2	223,91,160
CHASE3	193,87,191
CHASE4	219,204,62
CHASE5	49,115,191
CHASE6_C	79,215,124
CHASE7	114,220,99
CHASE8	111,199,68
CHASE9	100,181,75
CHAT	222,88,225
CHB_HEX	190,207,79
CHB_HEX_C	135,75,203
CHB_HEX_C_1	126,178,80
CHCH	75,106,208
CHD5	135,70,195
CHDCT2	117,83,184
CHDNT	138,73,220
CHGN	219,82,166
CHIPS	198,176,52
CHIP_TPR_N	133,58,223
CHMI	178,91,187
CHORD	58,92,203
CHRD	226,146,106
CHS5_N	197,87,71
CHU_C	152,209,94
CHZ	197,69,87
CH_2	83,139,220
CI-B14_5a	65,104,180
CIA30	69,203,89
CIAPIN1	212,55,175
CIDE-N	226,104,138
CIDR1_gamma	204,170,73
CID_GANP	147,185,60
CIF	226,145,91
CIMR	180,71,105
CITED	125,181,80
CK1gamma_C	84,181,56
CK2S	208,75,157
CKAP2_C	84,50,179
CKS	162,81,179
CK_II_beta	96,81,218
CLAG	79,81,206
CLAMP	69,218,106
CLASP_N	222,199,88
CLCA	111,202,96
CLIP	83,158,196
CLIP1_ZNF	209,166,54
CLIP_1	86,191,212
CLIP_SPH_Scar	98,137,201
CLIP_SPH_mas	216,61,66
CLLAC	112,99,214
CLN3	95,77,220
CLN5	192,74,215
CLN6	178,96,80
CLP1_N	122,58,193
CLP1_P	166,184,73
CLPTM1	219,82,144
CLP_protease	196,111,59
CLTH	90,192,57
CLU	186,133,87
CLU_N	166,228,68
CLZ	194,88,104
CM1	93,204,138
CM2	180,74,155
CMAS	56,174,188
CMD	58,205,164
CMS1	184,77,217
CMV_1a	191,98,211
CMV_1a_C	78,91,229
CMV_US	63,190,171
CM_1	180,55,208
CM_2	118,210,66
CNDH2_C	184,88,64
CNDH2_M	195,137,54
CNDH2_N	99,79,199
CNF1	166,108,219
CNH	81,173,218
CNOT11	217,126,91
CNOT1_CAF1_bind	154,79,219
CNOT1_HEAT	182,174,74
CNOT1_HEAT_N	220,101,57
CNOT1_TTP_bind	113,192,75
CNP1	163,57,184
CNP_C_terminal	220,92,58
CNPase	95,137,192
CNRIP1	106,204,218
CNTF	111,79,226
CNV-Replicase_N	197,76,155
CN_hydrolase	213,76,196
COA2	163,192,76
COBRA	184,169,71
COBRA1	193,72,176
CODH_A_N	73,86,180
COE1_DBD	60,211,156
COE1_HLH	178,70,221
COG2	93,205,107
COG4	92,185,226
COG5	185,140,82
COG6	98,228,123
COG7	80,72,188
COLFI	76,182,101
COMMD1_N	211,89,153
COMM_domain	94,214,176
COMP	66,190,121
COMPASS-Shg1	70,227,153
COOH-NH2_lig	198,69,197
COP-gamma_platf	161,225,99
COP23	55,198,149
COPIIcoated_ERV	113,212,72
COPI_C	196,81,90
COPI_assoc	228,167,103
COPR5	89,155,192
COQ7	203,55,120
COQ9	218,111,223
COR	227,205,73
COS	108,225,226
COX1	64,128,197
COX14	99,214,142
COX15-CtaA	128,221,107
COX16	113,180,55
COX17	101,218,72
COX2	140,56,199
COX2-transmemb	76,116,217
COX2_TM	160,74,227
COX3	82,179,104
COX4	184,139,88
COX4_pro	98,223,219
COX4_pro_2	226,195,103
COX5A	55,179,209
COX5B	92,115,222
COX6A	73,211,185
COX6B	130,77,199
COX6C	194,208,104
COX7B	143,88,204
COX7C	222,84,119
COX7a	109,186,54
COX8	184,81,120
COXG	95,217,70
COX_ARM	208,87,89
CO_deh_flav_C	68,181,100
CO_dh	89,202,168
COesterase	204,82,64
CP12	51,186,130
CP2	79,170,219
CPBP	56,211,208
CPCFC	53,186,120
CPDase	185,121,74
CPG4	70,194,145
CPL	84,144,182
CPP1-like	80,121,228
CPSF100_C	126,203,81
CPSF73-100_C	147,204,74
CPSF_A	221,91,219
CPSase_C	191,218,79
CPSase_L_D2	190,97,205
CPSase_L_D3	217,64,78
CPSase_sm_chain	183,185,63
CPT	172,201,89
CPT_N	203,96,141
CPV_Polyhedrin	57,179,145
CPW_WPC	76,193,73
CP_ATPgrasp_1	81,214,171
CP_ATPgrasp_2	65,83,179
CR6_interact	201,54,186
CRA	66,184,53
CRAL_TRIO	86,127,210
CRAL_TRIO_2	78,67,229
CRAL_TRIO_N	78,214,98
CRAM_rpt	59,163,205
CRA_rpt	191,161,59
CRCB	164,206,85
CRC_subunit	55,183,79
CREPT	193,65,109
CRF	60,182,88
CRF-BP	210,138,90
CRF1	87,102,203
CRIC_ras_sig	150,220,56
CRIM	162,207,60
CRISPR_Cas2	192,49,72
CRISPR_Cas6	218,201,92
CRISPR_Cas9_WED	95,200,99
CRISPR_Cse1	224,77,189
CRISPR_Cse2	177,201,82
CRISPR_assoc	196,187,97
CRM1_C	75,180,75
CRM1_repeat	191,68,166
CRM1_repeat_2	147,88,206
CRM1_repeat_3	67,158,186
CRPA	61,58,206
CRPV_capsid	167,92,203
CRR7	61,180,106
CRS1_YhbY	202,95,76
CRT-like	52,173,199
CRT10	53,200,137
CReP_N	105,77,191
CS	178,184,73
CSD	87,72,181
CSD2	93,186,78
CSF-1	198,90,149
CSG2	187,134,74
CSM2	146,58,188
CSN4_RPN5_eIF3a	109,49,196
CSN5_C	199,220,96
CSN7a_helixI	191,73,178
CSN8_PSD8_EIF3K	139,198,57
CSRNP_N	133,191,55
CSS-motif	126,95,216
CST-I	200,60,176
CSTF1_dimer	139,225,92
CSTF2_hinge	218,102,112
CSTF_C	76,190,118
CT47	107,118,215
CTC1	79,222,85
CTC1_2	55,99,208
CTD	146,206,69
CTD_bind	214,169,96
CTF_NFI	188,118,80
CTI	186,79,101
CTK3	223,61,167
CTK3_C	180,117,81
CTNNB1_binding	61,180,96
CTNNBL	195,136,86
CTP-dep_RFKase	209,79,115
CTP_synth_N	105,51,181
CTP_transf_1	98,187,226
CTP_transf_3	198,69,151
CTP_transf_like	110,215,57
CTU2	207,201,73
CTV_P13	180,219,74
CTV_P23	182,63,105
CTV_P33	84,119,184
CTV_P6	142,224,102
CTX_RstB	68,200,225
CTXphi_pIII-N1	182,186,64
CT_A_B	124,192,85
CT_C_D	110,52,181
CUB	188,73,146
CUB_2	174,223,90
CUE	89,176,222
CUT	59,124,181
CUTL	194,207,61
CVNH	79,78,188
CWC25	199,97,114
CW_7	223,204,72
CW_binding_1	185,86,176
CW_binding_2	77,158,196
CX	72,185,178
CX9C	212,100,220
CXCL17	104,216,155
CXCR4_N	216,138,64
CXCXC	174,64,186
CYLD_phos_site	185,197,61
CYSTM	180,172,47
CYTH	184,209,78
CYTL1	199,85,157
CYYR1	91,99,196
CZB	119,196,63
C_GCAxxG_C_C	53,135,185
C_Hendra	221,112,99
C_LFY_FLO	71,172,211
C_tripleX	93,192,133
CaATP_NAI	220,84,108
CaKB	92,217,108
CaM-KIIN	55,205,128
CaMBD	174,222,74
CaMKII_AD	92,94,200
CaM_bdg_C0	67,195,91
CaM_binding	187,138,62
Ca_bind_SSO6904	220,76,207
Ca_chan_IQ	168,98,227
Ca_hom_mod	182,103,52
Caa3_CtaG	121,77,200
Cache_3-Cache_2	193,208,94
CactinC_cactus	56,212,165
Cactin_mid	196,218,72
Cad	76,109,196
CadC_C1	213,86,152
Cadherin	179,170,63
Cadherin-like	74,203,186
Cadherin_2	135,86,228
Cadherin_3	104,185,65
Cadherin_4	202,78,59
Cadherin_5	76,70,220
Cadherin_C	128,198,87
Cadherin_C_2	95,206,151
Cadherin_pro	187,110,89
Cadherin_tail	58,223,154
Caenor_Her-1	149,61,198
Caerin_1	187,92,155
Caf4	219,77,215
Cag12	185,47,152
CagA	78,200,105
CagD	214,74,177
CagE_TrbE_VirB	58,98,189
CagS	117,100,228
CagX	86,140,203
CagY_I	212,218,107
CagY_M	229,103,149
CagZ	216,92,197
CaiF_GrlA	201,92,117
Calc_CGRP_IAPP	139,212,76
Calci_bind_CcbP	84,192,165
Calcipressin	204,140,82
Calcyon	207,68,70
Caldesmon	89,219,137
Caleosin	60,226,187
Calici_MSP	189,176,69
Calici_PP_N	212,55,81
Calici_coat	187,62,194
Calici_coat_C	227,134,72
Calmodulin_bind	73,53,182
Calpain_III	54,92,199
Calpain_inhib	85,170,199
Calpain_u2	63,110,195
